id,First,Last,GradYear,City,Major,Company,ConnectionList
1559,Daniel,Lee,1990,Huston,Business,Oracle Corporation,
1560,Daniel,Flores,2003,Boise,Electrical Engineering,Salesforce Inc.,
1561,Daniel,Baker,2003,San Fransisco,Phyisics,Baidu Inc.,
1562,Daniel,King,2010,Toronto,Computer Science,TikTok Inc.,
1563,Daniel,Cox,1991,Anchorage,Civil Engineering,HP Inc.,
1564,Daniel,Richardson,2010,dallas,Civil Engineering,Coinbase Global,
1565,Daniel,Gomez,1999,Quebec,Computer Science,Baidu Inc.,
1566,Daniel,White,2005,Tampa,Accounting,HP Inc.,
1567,Daniel,Lopez,1982,San Fransisco,Electrical Engineering,Zillow Group,
1568,Daniel,Gonzalez,2021,dallas,Electrical Engineering,Square Inc.,
1569,Daniel,Miller,1976,New york,Electrical Engineering,Oracle Corporation,
1570,Daniel,Kim,1977,Anchorage,Phyisics,Oracle Corporation,
1571,Daniel,Mitchell,1996,dallas,Biology,Baidu Inc.,
1572,Daniel,Hernandez,1992,Boston,Accounting,Square Inc.,
1573,Daniel,Robinson,1997,New york,Business,Atlassian Corporation,
1574,Daniel,Wright,1978,Boston,Business,Adobe Inc.,
1575,Daniel,Johnson,2004,Austin,Electrical Engineering,NVIDIA Corporation,
1576,Daniel,Ortiz,1976,Huston,Business,Uber Technologies,
1577,Daniel,Green,1997,Quebec,Accounting,Palantir Technologies,
1578,Daniel,Reed,2020,Toronto,Criminal Justice,Robinhood Markets,
1579,Daniel,Parker,2006,Los Angles,Accounting,Apple Inc.,
1580,Daniel,Watson,2012,San Fransisco,Civil Engineering,Sony Corporation,
1581,Daniel,Perez,2011,New york,Electrical Engineering,Etsy Inc.,
1582,Daniel,Howard,2015,San Fransisco,Accounting,Etsy Inc.,
1583,Daniel,Castillo,1998,Tampa,Mechanical engineering,Facebook Inc.,
1584,Daniel,Perry,1982,Boston,Electrical Engineering,Microsoft Corporation,
1585,Daniel,Wood,2002,Boise,Business,Twilio Inc.,
1586,Daniel,Roberts,1999,Boston,Mechanical engineering,Amazon.com Inc.,
1587,Daniel,Peterson,1978,Seattle,Electrical Engineering,Dropbox Inc.,
1588,Daniel,Sanders,2009,San Fransisco,Mechanical engineering,Intel Corporation,
1589,Daniel,Morales,1981,Seattle,Business,NVIDIA Corporation,
1590,Daniel,Cooper,2016,dallas,Biology,Netflix Inc.,
1591,Daniel,Jimenez,2012,Seattle,Civil Engineering,Apple Inc.,
1592,Daniel,Chavez,1978,Boston,Criminal Justice,Spotify Technology,
1593,Daniel,Nguyen,2011,Austin,Chemistry,Sony Corporation,
1594,Daniel,Ramirez,1982,Seattle,Chemistry,DocuSign Inc.,
1595,Daniel,Morgan,2014,Quebec,Electrical Engineering,Pinterest Inc.,
1596,Daniel,Morris,1989,New york,Biology,Intuit Inc.,
1597,Daniel,Cruz,2004,Miami,Accounting,Palantir Technologies,
1598,Daniel,Hughes,2005,Miami,Computer Science,Square Inc.,
1599,Daniel,Martin,2017,Los Angles,Civil Engineering,AMD Inc.,
1600,Daniel,Nelson,2007,Boston,Chemistry,Salesforce Inc.,
1601,Amelia,Rodriguez,1978,Tampa,Mechanical engineering,SquareSpace,
1602,Amelia,Turner,1977,Anchorage,Business,Salesforce Inc.,
1603,Amelia,Ruiz,2015,Boston,Electrical Engineering,Amazon.com Inc.,
1604,Amelia,Allen,1991,dallas,Mechanical engineering,Dropbox Inc.,
1605,Amelia,Alvarez,2010,dallas,Civil Engineering,Amazon.com Inc.,
1606,Amelia,James,1989,New york,Accounting,Pinterest Inc.,
1607,Amelia,Long,2022,Toronto,Chemistry,AMD Inc.,
1608,Amelia,Torres,1994,Boston,Criminal Justice,Shopify Inc.,
1609,Amelia,Rogers,2007,Huston,Computer Science,Etsy Inc.,
1610,Amelia,Harris,1997,New york,Chemistry,SquareSpace,
1611,Amelia,Patel,1981,dallas,Computer Science,Square Inc.,
1612,Amelia,Mendoza,2009,Huston,Chemistry,Vimeo Inc.,
1613,Amelia,Diaz,2015,New york,Electrical Engineering,Zillow Group,
1614,Amelia,Anderson,1993,Quebec,Phyisics,Apple Inc.,
1615,Amelia,Bailey,1996,Austin,Electrical Engineering,Lyft Inc.,
1616,Amelia,Campbell,1984,Tampa,Mechanical engineering,Shopify Inc.,
1617,Amelia,Martinez,1983,San Fransisco,Accounting,Slack Technologies,
1618,Amelia,Jenkins,1980,San Fransisco,Chemistry,HP Inc.,
1619,Amelia,Carter,2022,dallas,Chemistry,Facebook Inc.,
1620,Amelia,Hall,1983,Anchorage,Computer Science,Coinbase Global,
1621,Amelia,Price,2009,Boise,Business,Zoom Video Communications,
1622,Amelia,Phillips,2001,Huston,Phyisics,Pinterest Inc.,
1623,Amelia,Hill,1995,New york,Biology,Oracle Corporation,
1624,Amelia,Garcia,2023,Seattle,Computer Science,Oracle Corporation,
1625,Amelia,Lewis,1987,New york,Mechanical engineering,Etsy Inc.,
1626,Amelia,Gray,2009,New york,Accounting,Palantir Technologies,
1627,Amelia,Ramos,1988,Seattle,Business,Amazon.com Inc.,
1628,Amelia,Ross,2016,San Fransisco,Chemistry,DocuSign Inc.,
1629,Amelia,Kelly,1987,Anchorage,Civil Engineering,Samsung Electronics,
1630,Amelia,Wilson,2015,Anchorage,Criminal Justice,Yelp Inc.,
1631,Amelia,Moore,2019,Los Angles,Civil Engineering,Facebook Inc.,
1632,Amelia,Rivera,2017,Huston,Accounting,Alphabet Inc.,
1633,Amelia,Stewart,2012,Boston,Electrical Engineering,Square Inc.,
1634,Amelia,Walker,2006,San Fransisco,Phyisics,Facebook Inc.,
1635,Amelia,Evans,1992,Quebec,Civil Engineering,Airbnb Inc.,
1636,Amelia,Young,1979,dallas,Civil Engineering,Airbnb Inc.,
1637,Amelia,Collins,2000,Miami,Business,Salesforce Inc.,
1638,Amelia,Taylor,2011,Toronto,Civil Engineering,Yelp Inc.,
1639,Amelia,Clark,2022,Anchorage,Accounting,Yelp Inc.,
1640,Amelia,Brown,1990,Seattle,Chemistry,Vimeo Inc.,
1641,Amelia,Cook,1979,New york,Business,Amazon.com Inc.,
1642,Amelia,Davis,1979,Anchorage,Chemistry,Netflix Inc.,
1643,Amelia,Brooks,1983,Austin,Accounting,Alphabet Inc.,
1644,Amelia,Reyes,2018,Miami,Mechanical engineering,Salesforce Inc.,
1645,Amelia,Myers,1985,Toronto,Biology,Wayfair Inc.,
1646,Amelia,Scott,2024,Los Angles,Computer Science,Yelp Inc.,
1647,Amelia,Murphy,2019,Quebec,Biology,Twilio Inc.,
1648,Amelia,Foster,2022,New york,Chemistry,Amazon.com Inc.,
1649,Amelia,Adams,1997,dallas,Accounting,Palantir Technologies,
1650,Amelia,Williams,1981,Boston,Phyisics,IBM Corporation,
1651,Amelia,Thomas,2018,Miami,Business,NVIDIA Corporation,
1652,Amelia,Gutierrez,1990,San Fransisco,Mechanical engineering,IBM Corporation,
1653,Amelia,Edwards,2008,dallas,Accounting,Amazon.com Inc.,
1654,Amelia,Jackson,2008,Boston,Business,Alibaba Group,
1655,Amelia,Jones,2010,Huston,Mechanical engineering,Samsung Electronics,
1656,Amelia,Ward,2015,Anchorage,Mechanical engineering,Intel Corporation,
1657,Amelia,Thompson,2010,Los Angles,Phyisics,TikTok Inc.,
1658,Amelia,Bennett,2003,Miami,Accounting,Robinhood Markets,
1659,Amelia,Lee,1983,Anchorage,Computer Science,Tesla Inc.,
1660,Amelia,Flores,1998,Huston,Accounting,SquareSpace,
1661,Amelia,Baker,1996,dallas,Electrical Engineering,Facebook Inc.,
1662,Amelia,King,1980,San Fransisco,Electrical Engineering,Cisco Systems,
1663,Amelia,Cox,2024,Seattle,Phyisics,Microsoft Corporation,
1664,Amelia,Richardson,1990,San Fransisco,Chemistry,Samsung Electronics,
1665,Amelia,Gomez,2012,Tampa,Mechanical engineering,Uber Technologies,
1666,Amelia,White,1997,Tampa,Electrical Engineering,Square Inc.,
1667,Amelia,Lopez,2008,Boise,Civil Engineering,Salesforce Inc.,
1668,Amelia,Gonzalez,1997,Boise,Chemistry,Wayfair Inc.,
1669,Amelia,Miller,2009,Miami,Chemistry,Baidu Inc.,
1670,Amelia,Kim,2015,Seattle,Chemistry,SquareSpace,
1671,Amelia,Mitchell,2002,dallas,Criminal Justice,Apple Inc.,
1672,Amelia,Hernandez,1998,Boston,Business,DocuSign Inc.,
1673,Amelia,Robinson,1988,Huston,Biology,Cisco Systems,
1674,Amelia,Wright,1988,Anchorage,Mechanical engineering,Dropbox Inc.,
1675,Amelia,Johnson,2001,New york,Computer Science,Oracle Corporation,
1676,Amelia,Ortiz,2024,Miami,Phyisics,Slack Technologies,
1677,Amelia,Green,2011,Seattle,Accounting,Pinterest Inc.,
1678,Amelia,Reed,1989,San Fransisco,Accounting,Intel Corporation,
1679,Amelia,Parker,2009,Seattle,Mechanical engineering,Dropbox Inc.,
1680,Amelia,Watson,1984,New york,Mechanical engineering,Slack Technologies,
1681,Amelia,Perez,2023,Boise,Mechanical engineering,Robinhood Markets,
1682,Amelia,Howard,2018,Seattle,Biology,Qualcomm Inc.,
1683,Amelia,Castillo,2020,Miami,Criminal Justice,Pinterest Inc.,
1684,Amelia,Perry,1992,Miami,Computer Science,Uber Technologies,
1685,Amelia,Wood,1981,Miami,Electrical Engineering,Zillow Group,
1686,Amelia,Roberts,2024,Toronto,Phyisics,Alphabet Inc.,
1687,Amelia,Peterson,2002,New york,Criminal Justice,Adobe Inc.,
1688,Amelia,Sanders,1993,Austin,Electrical Engineering,Yelp Inc.,
1689,Amelia,Morales,2002,New york,Biology,Amazon.com Inc.,
1690,Amelia,Cooper,2007,Miami,Business,Tesla Inc.,
1691,Amelia,Jimenez,1976,Quebec,Chemistry,Vimeo Inc.,
1692,Amelia,Chavez,1990,Quebec,Mechanical engineering,Vimeo Inc.,
1693,Amelia,Nguyen,2007,Los Angles,Biology,Netflix Inc.,
1694,Amelia,Ramirez,2008,Anchorage,Phyisics,Cisco Systems,
1695,Amelia,Morgan,2021,New york,Computer Science,eBay Inc.,
1696,Amelia,Morris,2012,Quebec,Phyisics,Pinterest Inc.,
1697,Amelia,Cruz,1997,Huston,Biology,eBay Inc.,
1698,Amelia,Hughes,2020,Boston,Civil Engineering,Spotify Technology,
1699,Amelia,Martin,2004,New york,Accounting,Samsung Electronics,
1700,Amelia,Nelson,2003,Boston,Computer Science,DocuSign Inc.,
1701,Elijah,Rodriguez,1990,Boise,Criminal Justice,Lyft Inc.,
1702,Elijah,Turner,1995,Toronto,Civil Engineering,Intel Corporation,
1703,Elijah,Ruiz,1989,dallas,Electrical Engineering,Atlassian Corporation,
1704,Elijah,Allen,1991,Toronto,Business,Intuit Inc.,
1705,Elijah,Alvarez,2019,Los Angles,Computer Science,Dropbox Inc.,
1706,Elijah,James,1983,Austin,Mechanical engineering,Oracle Corporation,
1707,Elijah,Long,2005,San Fransisco,Computer Science,Facebook Inc.,
1708,Elijah,Torres,1978,Miami,Phyisics,Pinterest Inc.,
1709,Elijah,Rogers,1990,Quebec,Civil Engineering,DocuSign Inc.,
1710,Elijah,Harris,1997,dallas,Criminal Justice,Airbnb Inc.,
1711,Elijah,Patel,2023,San Fransisco,Accounting,Intel Corporation,
1712,Elijah,Mendoza,2017,Huston,Chemistry,SquareSpace,
1713,Elijah,Diaz,2005,Quebec,Biology,Oracle Corporation,
1714,Elijah,Anderson,2018,Anchorage,Business,Facebook Inc.,
1715,Elijah,Bailey,2006,Boston,Electrical Engineering,Amazon.com Inc.,
1716,Elijah,Campbell,1988,San Fransisco,Biology,Apple Inc.,
1717,Elijah,Martinez,2010,Seattle,Civil Engineering,Shopify Inc.,
1718,Elijah,Jenkins,1990,Los Angles,Criminal Justice,Qualcomm Inc.,
1719,Elijah,Carter,1988,Miami,Biology,Facebook Inc.,
1720,Elijah,Hall,2007,San Fransisco,Biology,TikTok Inc.,
1721,Elijah,Price,1978,Huston,Business,Snap Inc.,
1722,Elijah,Phillips,1987,Los Angles,Computer Science,Square Inc.,
1723,Elijah,Hill,1978,Austin,Phyisics,Dell Technologies,
1724,Elijah,Garcia,2007,Miami,Chemistry,Sony Corporation,
1725,Elijah,Lewis,2020,Huston,Mechanical engineering,Etsy Inc.,
1726,Elijah,Gray,1980,Seattle,Civil Engineering,Amazon.com Inc.,
1727,Elijah,Ramos,1977,Toronto,Electrical Engineering,PayPal Holdings,
1728,Elijah,Ross,1996,Quebec,Criminal Justice,Intel Corporation,
1729,Elijah,Kelly,2021,Tampa,Phyisics,Adobe Inc.,
1730,Elijah,Wilson,1990,Huston,Mechanical engineering,Pinterest Inc.,
1731,Elijah,Moore,2020,Seattle,Business,Robinhood Markets,
1732,Elijah,Rivera,1990,Seattle,Biology,DocuSign Inc.,
1733,Elijah,Stewart,2011,New york,Phyisics,PayPal Holdings,
1734,Elijah,Walker,1983,Miami,Mechanical engineering,Airbnb Inc.,
1735,Elijah,Evans,1990,Huston,Accounting,Tesla Inc.,
1736,Elijah,Young,2014,Los Angles,Accounting,Dell Technologies,
1737,Elijah,Collins,2021,Miami,Business,Slack Technologies,
1738,Elijah,Taylor,2022,dallas,Computer Science,Zoom Video Communications,
1739,Elijah,Clark,2004,Boise,Computer Science,Airbnb Inc.,
1740,Elijah,Brown,1985,Austin,Electrical Engineering,NVIDIA Corporation,
1741,Elijah,Cook,1992,Miami,Phyisics,Alphabet Inc.,
1742,Elijah,Davis,2004,Los Angles,Electrical Engineering,Lyft Inc.,
1743,Elijah,Brooks,1992,Tampa,Business,PayPal Holdings,
1744,Elijah,Reyes,2003,Austin,Electrical Engineering,Alphabet Inc.,
1745,Elijah,Myers,2000,Seattle,Accounting,Alphabet Inc.,
1746,Elijah,Scott,2013,Boston,Accounting,Lyft Inc.,
1747,Elijah,Murphy,1991,Boston,Accounting,Pinterest Inc.,
1748,Elijah,Foster,2002,Miami,Accounting,Dropbox Inc.,
1749,Elijah,Adams,2024,Anchorage,Mechanical engineering,Etsy Inc.,
1750,Elijah,Williams,2004,Los Angles,Biology,Baidu Inc.,
1751,Elijah,Thomas,1979,Los Angles,Phyisics,Alphabet Inc.,
1752,Elijah,Gutierrez,2021,Tampa,Mechanical engineering,Intuit Inc.,
1753,Elijah,Edwards,1997,dallas,Chemistry,Alphabet Inc.,
1754,Elijah,Jackson,1990,Huston,Computer Science,Square Inc.,
1755,Elijah,Jones,1983,Anchorage,Accounting,AMD Inc.,
1756,Elijah,Ward,2018,San Fransisco,Phyisics,Wayfair Inc.,
1757,Elijah,Thompson,1999,Huston,Accounting,Coinbase Global,
1758,Elijah,Bennett,1990,Quebec,Civil Engineering,Netflix Inc.,
1759,Elijah,Lee,2016,Miami,Chemistry,Snap Inc.,
1760,Elijah,Flores,1978,Austin,Computer Science,Wayfair Inc.,
1761,Elijah,Baker,2011,Miami,Electrical Engineering,Netflix Inc.,
1762,Elijah,King,1991,Huston,Accounting,Oracle Corporation,
1763,Elijah,Cox,2007,Anchorage,Mechanical engineering,eBay Inc.,
1764,Elijah,Richardson,1989,New york,Computer Science,Robinhood Markets,
1765,Elijah,Gomez,2012,Toronto,Business,SquareSpace,
1766,Elijah,White,2014,Toronto,Chemistry,Zoom Video Communications,
1767,Elijah,Lopez,1999,Miami,Business,Samsung Electronics,
1768,Elijah,Gonzalez,2012,New york,Electrical Engineering,Vimeo Inc.,
1769,Elijah,Miller,2006,Quebec,Computer Science,Alibaba Group,
1770,Elijah,Kim,1996,Tampa,Business,Intel Corporation,
1771,Elijah,Mitchell,1994,dallas,Chemistry,Airbnb Inc.,
1772,Elijah,Hernandez,1979,Anchorage,Mechanical engineering,Netflix Inc.,
1773,Elijah,Robinson,1976,Toronto,Accounting,Facebook Inc.,
1774,Elijah,Wright,1998,Boston,Accounting,Vimeo Inc.,
1775,Elijah,Johnson,1987,Tampa,Electrical Engineering,eBay Inc.,
1776,Elijah,Ortiz,1990,Huston,Accounting,Dropbox Inc.,
1777,Elijah,Green,2018,Miami,Chemistry,IBM Corporation,
1778,Elijah,Reed,2005,Miami,Chemistry,Samsung Electronics,
1779,Elijah,Parker,2014,New york,Mechanical engineering,SquareSpace,
1780,Elijah,Watson,1995,dallas,Chemistry,Samsung Electronics,
1781,Elijah,Perez,2016,New york,Electrical Engineering,Microsoft Corporation,
1782,Elijah,Howard,1976,Anchorage,Mechanical engineering,Shopify Inc.,
1783,Elijah,Castillo,2012,Miami,Civil Engineering,Oracle Corporation,
1784,Elijah,Perry,1988,Boise,Computer Science,Alphabet Inc.,
1785,Elijah,Wood,2005,Seattle,Civil Engineering,Baidu Inc.,
1786,Elijah,Roberts,2012,Seattle,Chemistry,Intel Corporation,
1787,Elijah,Peterson,1978,Boise,Computer Science,NVIDIA Corporation,
1788,Elijah,Sanders,1978,Miami,Accounting,Spotify Technology,
1789,Elijah,Morales,2007,Tampa,Business,Coinbase Global,
1790,Elijah,Cooper,1998,Miami,Mechanical engineering,Yelp Inc.,
1791,Elijah,Jimenez,2004,Los Angles,Phyisics,Tesla Inc.,
1792,Elijah,Chavez,2016,Boise,Business,Qualcomm Inc.,
1793,Elijah,Nguyen,1994,San Fransisco,Phyisics,Etsy Inc.,
1794,Elijah,Ramirez,2023,Quebec,Business,Atlassian Corporation,
1795,Elijah,Morgan,2002,Toronto,Criminal Justice,Pinterest Inc.,
1796,Elijah,Morris,1985,dallas,Computer Science,Sony Corporation,
1797,Elijah,Cruz,2014,Los Angles,Electrical Engineering,Robinhood Markets,
1798,Elijah,Hughes,1999,Los Angles,Biology,Square Inc.,
1799,Elijah,Martin,1983,dallas,Phyisics,DocuSign Inc.,
1800,Elijah,Nelson,1995,dallas,Computer Science,Tesla Inc.,
1801,Penelope,Rodriguez,2004,Huston,Accounting,Snap Inc.,
1802,Penelope,Turner,2012,Boise,Civil Engineering,Cisco Systems,
1803,Penelope,Ruiz,2017,Miami,Biology,SquareSpace,
1804,Penelope,Allen,1989,Boise,Phyisics,Cisco Systems,
1805,Penelope,Alvarez,2008,Los Angles,Phyisics,IBM Corporation,
1806,Penelope,James,1986,Austin,Accounting,Yelp Inc.,
1807,Penelope,Long,1976,Quebec,Electrical Engineering,Microsoft Corporation,
1808,Penelope,Torres,1976,Anchorage,Computer Science,AMD Inc.,
1809,Penelope,Rogers,2015,Boise,Civil Engineering,Adobe Inc.,
1810,Penelope,Harris,1978,Boston,Criminal Justice,DocuSign Inc.,
1811,Penelope,Patel,2006,Tampa,Biology,Lyft Inc.,
1812,Penelope,Mendoza,2024,Los Angles,Computer Science,Oracle Corporation,
1813,Penelope,Diaz,2016,Anchorage,Electrical Engineering,PayPal Holdings,
1814,Penelope,Anderson,1990,dallas,Business,Dropbox Inc.,
1815,Penelope,Bailey,1990,Toronto,Mechanical engineering,Snap Inc.,
1816,Penelope,Campbell,1992,dallas,Computer Science,Tesla Inc.,
1817,Penelope,Martinez,2023,Toronto,Accounting,DocuSign Inc.,
1818,Penelope,Jenkins,2010,Boise,Mechanical engineering,Zoom Video Communications,
1819,Penelope,Carter,2011,Los Angles,Criminal Justice,PayPal Holdings,
1820,Penelope,Hall,2022,Boise,Accounting,NVIDIA Corporation,
1821,Penelope,Price,1996,dallas,Criminal Justice,Robinhood Markets,
1822,Penelope,Phillips,1989,Quebec,Chemistry,Adobe Inc.,
1823,Penelope,Hill,2003,Anchorage,Criminal Justice,SquareSpace,
1824,Penelope,Garcia,1987,Boston,Biology,Uber Technologies,
1825,Penelope,Lewis,1997,Quebec,Criminal Justice,Netflix Inc.,
1826,Penelope,Gray,2015,Huston,Electrical Engineering,Dell Technologies,
1827,Penelope,Ramos,1996,Boston,Chemistry,Dell Technologies,
1828,Penelope,Ross,1987,dallas,Civil Engineering,Pinterest Inc.,
1829,Penelope,Kelly,2008,Huston,Phyisics,Snap Inc.,
1830,Penelope,Wilson,2002,New york,Phyisics,Qualcomm Inc.,
1831,Penelope,Moore,1979,dallas,Phyisics,NVIDIA Corporation,
1832,Penelope,Rivera,2009,Boston,Computer Science,Amazon.com Inc.,
1833,Penelope,Stewart,1997,Los Angles,Electrical Engineering,NVIDIA Corporation,
1834,Penelope,Walker,2012,New york,Electrical Engineering,Atlassian Corporation,
1835,Penelope,Evans,1981,Austin,Accounting,Shopify Inc.,
1836,Penelope,Young,2009,Anchorage,Accounting,Alibaba Group,
1837,Penelope,Collins,1979,Toronto,Biology,AMD Inc.,
1838,Penelope,Taylor,1986,San Fransisco,Chemistry,Oracle Corporation,
1839,Penelope,Clark,1996,Tampa,Criminal Justice,Slack Technologies,
1840,Penelope,Brown,1983,San Fransisco,Phyisics,Intuit Inc.,
1841,Penelope,Cook,2008,Miami,Chemistry,Salesforce Inc.,
1842,Penelope,Davis,2021,Tampa,Business,Twilio Inc.,
1843,Penelope,Brooks,2019,Anchorage,Business,Salesforce Inc.,
1844,Penelope,Reyes,2007,dallas,Civil Engineering,Cisco Systems,
1845,Penelope,Myers,1988,Anchorage,Mechanical engineering,Netflix Inc.,
1846,Penelope,Scott,2015,Huston,Phyisics,eBay Inc.,
1847,Penelope,Murphy,1988,Seattle,Biology,Oracle Corporation,
1848,Penelope,Foster,1981,Boise,Phyisics,Pinterest Inc.,
1849,Penelope,Adams,1984,dallas,Mechanical engineering,Sony Corporation,
1850,Penelope,Williams,2017,Austin,Phyisics,Tesla Inc.,
1851,Penelope,Thomas,1985,Boise,Electrical Engineering,Wayfair Inc.,
1852,Penelope,Gutierrez,2013,Austin,Civil Engineering,Shopify Inc.,
1853,Penelope,Edwards,2024,Boise,Accounting,DocuSign Inc.,
1854,Penelope,Jackson,1981,Anchorage,Mechanical engineering,AMD Inc.,
1855,Penelope,Jones,2007,Huston,Civil Engineering,Intuit Inc.,
1856,Penelope,Ward,2000,Austin,Phyisics,Adobe Inc.,
1857,Penelope,Thompson,2003,Anchorage,Civil Engineering,Intel Corporation,
1858,Penelope,Bennett,2004,Austin,Civil Engineering,Zoom Video Communications,
1859,Penelope,Lee,1979,Toronto,Accounting,Adobe Inc.,
1860,Penelope,Flores,1980,Quebec,Chemistry,Intuit Inc.,
1861,Penelope,Baker,2010,dallas,Biology,Yelp Inc.,
1862,Penelope,King,2018,Boise,Mechanical engineering,Adobe Inc.,
1863,Penelope,Cox,1986,New york,Chemistry,Intuit Inc.,
1864,Penelope,Richardson,2019,Tampa,Biology,Pinterest Inc.,
1865,Penelope,Gomez,1976,dallas,Computer Science,Robinhood Markets,
1866,Penelope,White,1996,Quebec,Mechanical engineering,Vimeo Inc.,
1867,Penelope,Lopez,1996,Huston,Biology,Pinterest Inc.,
1868,Penelope,Gonzalez,1981,Miami,Mechanical engineering,IBM Corporation,
1869,Penelope,Miller,1988,Tampa,Business,Amazon.com Inc.,
1870,Penelope,Kim,2004,San Fransisco,Civil Engineering,Facebook Inc.,
1871,Penelope,Mitchell,1985,Tampa,Biology,Salesforce Inc.,
1872,Penelope,Hernandez,2008,Huston,Computer Science,Square Inc.,
1873,Penelope,Robinson,1984,Quebec,Chemistry,Adobe Inc.,
1874,Penelope,Wright,1993,Miami,Civil Engineering,Dell Technologies,
1875,Penelope,Johnson,2021,Boise,Accounting,Twilio Inc.,
1876,Penelope,Ortiz,2007,Miami,Accounting,Zoom Video Communications,
1877,Penelope,Green,1984,Miami,Accounting,Shopify Inc.,
1878,Penelope,Reed,2018,Anchorage,Phyisics,Spotify Technology,
1879,Penelope,Parker,1996,Boston,Phyisics,Amazon.com Inc.,
1880,Penelope,Watson,1980,Tampa,Biology,Etsy Inc.,
1881,Penelope,Perez,2019,dallas,Accounting,NVIDIA Corporation,
1882,Penelope,Howard,2013,dallas,Civil Engineering,HP Inc.,
1883,Penelope,Castillo,1976,Austin,Accounting,TikTok Inc.,
1884,Penelope,Perry,2010,dallas,Phyisics,Atlassian Corporation,
1885,Penelope,Wood,2015,Boston,Biology,Lyft Inc.,
1886,Penelope,Roberts,2014,Miami,Phyisics,Spotify Technology,
1887,Penelope,Peterson,2002,San Fransisco,Biology,Airbnb Inc.,
1888,Penelope,Sanders,1997,San Fransisco,Computer Science,HP Inc.,
1889,Penelope,Morales,2018,Huston,Electrical Engineering,NVIDIA Corporation,
1890,Penelope,Cooper,2002,Quebec,Chemistry,Samsung Electronics,
1891,Penelope,Jimenez,2020,Anchorage,Chemistry,SquareSpace,
1892,Penelope,Chavez,2021,Seattle,Business,PayPal Holdings,
1893,Penelope,Nguyen,2024,San Fransisco,Electrical Engineering,Microsoft Corporation,
1894,Penelope,Ramirez,1996,Miami,Accounting,Vimeo Inc.,
1895,Penelope,Morgan,1985,Toronto,Mechanical engineering,Dropbox Inc.,
1896,Penelope,Morris,2002,Toronto,Chemistry,Shopify Inc.,
1897,Penelope,Cruz,1991,Miami,Biology,Samsung Electronics,
1898,Penelope,Hughes,1987,Anchorage,Computer Science,Etsy Inc.,
1899,Penelope,Martin,1977,Quebec,Criminal Justice,Atlassian Corporation,
1900,Penelope,Nelson,2001,Tampa,Criminal Justice,DocuSign Inc.,
1901,Dylan,Rodriguez,1994,Miami,Chemistry,Pinterest Inc.,
1902,Dylan,Turner,1978,Boston,Chemistry,HP Inc.,
1903,Dylan,Ruiz,2008,San Fransisco,Mechanical engineering,Baidu Inc.,
1904,Dylan,Allen,1997,Boston,Accounting,Airbnb Inc.,
1905,Dylan,Alvarez,1999,Seattle,Electrical Engineering,Lyft Inc.,
1906,Dylan,James,2018,Los Angles,Civil Engineering,Palantir Technologies,
1907,Dylan,Long,2018,San Fransisco,Business,Pinterest Inc.,
1908,Dylan,Torres,1990,dallas,Civil Engineering,Intel Corporation,
1909,Dylan,Rogers,1990,Anchorage,Biology,Square Inc.,
1910,Dylan,Harris,2010,Boise,Computer Science,DocuSign Inc.,
1911,Dylan,Patel,2014,New york,Criminal Justice,Alibaba Group,
1912,Dylan,Mendoza,1980,New york,Accounting,Coinbase Global,
1913,Dylan,Diaz,2005,New york,Phyisics,Dropbox Inc.,
1914,Dylan,Anderson,1977,Austin,Criminal Justice,Yelp Inc.,
1915,Dylan,Bailey,1994,New york,Computer Science,Wayfair Inc.,
1916,Dylan,Campbell,2022,New york,Computer Science,Tesla Inc.,
1917,Dylan,Martinez,2002,Huston,Civil Engineering,HP Inc.,
1918,Dylan,Jenkins,2007,Toronto,Accounting,Palantir Technologies,
1919,Dylan,Carter,1985,Boston,Computer Science,Palantir Technologies,
1920,Dylan,Hall,1987,dallas,Accounting,Zoom Video Communications,
1921,Dylan,Price,2020,Quebec,Biology,Vimeo Inc.,
1922,Dylan,Phillips,2024,Austin,Accounting,Robinhood Markets,
1923,Dylan,Hill,2011,Tampa,Chemistry,Robinhood Markets,
1924,Dylan,Garcia,1993,Boise,Criminal Justice,Adobe Inc.,
1925,Dylan,Lewis,2010,Miami,Electrical Engineering,Dropbox Inc.,
1926,Dylan,Gray,1988,Boise,Civil Engineering,Tesla Inc.,
1927,Dylan,Ramos,2017,Anchorage,Electrical Engineering,TikTok Inc.,
1928,Dylan,Ross,2014,Tampa,Mechanical engineering,Alphabet Inc.,
1929,Dylan,Kelly,2003,Miami,Electrical Engineering,HP Inc.,
1930,Dylan,Wilson,1998,Huston,Accounting,Adobe Inc.,
1931,Dylan,Moore,1976,Boise,Computer Science,Zoom Video Communications,
1932,Dylan,Rivera,1985,Boston,Chemistry,PayPal Holdings,
1933,Dylan,Stewart,2007,Boston,Computer Science,Palantir Technologies,
1934,Dylan,Walker,1999,Los Angles,Mechanical engineering,Dell Technologies,
1935,Dylan,Evans,1994,Anchorage,Electrical Engineering,Twilio Inc.,
1936,Dylan,Young,2001,New york,Electrical Engineering,Dell Technologies,
1937,Dylan,Collins,2016,Quebec,Electrical Engineering,Pinterest Inc.,
1938,Dylan,Taylor,1992,Boise,Chemistry,Facebook Inc.,
1939,Dylan,Clark,1999,Anchorage,Mechanical engineering,Sony Corporation,
